vid,nid,delta,field_event_start_date_value,field_event_start_date_value2,field_event_start_date_rrule
21450,11971,0,2015-09-19T20:00:00,2015-09-19T23:00:00,NULL
21451,11972,0,2015-10-03T02:30:00,2015-10-03T02:30:00,NULL
21452,11973,0,2015-10-10T02:30:00,2015-10-10T02:30:00,NULL
21453,11974,0,2015-10-10T18:00:00,2015-10-10T20:00:00,NULL
21454,11975,0,2015-10-07T17:00:00,2015-11-01T01:00:00,NULL
21455,11976,0,2015-09-27T23:00:00,2015-09-28T02:00:00,NULL
21456,11977,0,2015-10-24T19:00:00,2015-10-25T00:00:00,NULL
21457,11978,0,2015-10-30T23:00:00,2015-10-31T02:00:00,NULL
21458,11979,0,2015-11-23T00:00:00,2015-11-23T00:00:00,NULL
21459,11980,0,2016-01-09T03:30:00,2016-01-09T03:30:00,NULL
21460,11981,0,2016-01-16T03:30:00,2016-01-16T03:30:00,NULL
21461,11982,0,2016-04-09T02:30:00,2016-04-09T02:30:00,NULL
21462,11982,0,2016-04-09T02:30:00,2016-04-09T02:30:00,NULL
21463,11983,0,2016-06-04T02:30:00,2016-06-04T02:30:00,NULL
21466,11471,0,2015-10-02T17:00:00,2015-10-05T00:00:00,NULL
21467,11747,0,2015-10-11T00:00:00,2015-10-11T03:00:00,NULL
21468,11639,0,2015-10-17T18:00:00,2015-10-17T22:00:00,NULL
21469,11359,0,2015-10-25T01:00:00,2015-10-25T06:00:00,NULL
21487,11989,0,2015-10-02T00:30:00,2015-10-02T02:30:00,NULL
21488,11990,0,2015-10-06T17:00:00,2015-10-06T18:00:00,NULL
21489,11991,0,2015-10-01T17:00:00,2015-10-24T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,1,2015-10-02T17:00:00,2015-10-25T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,2,2015-10-06T17:00:00,2015-10-29T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,3,2015-10-07T17:00:00,2015-10-30T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,4,2015-10-08T17:00:00,2015-10-31T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,5,2015-10-09T17:00:00,2015-11-01T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,6,2015-10-13T17:00:00,2015-11-05T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,7,2015-10-14T17:00:00,2015-11-06T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,8,2015-10-15T17:00:00,2015-11-07T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,9,2015-10-16T17:00:00,2015-11-08T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,10,2015-10-20T17:00:00,2015-11-12T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,11,2015-10-21T17:00:00,2015-11-13T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,12,2015-10-22T17:00:00,2015-11-14T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21489,11991,13,2015-10-23T17:00:00,2015-11-15T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,0,2015-10-01T17:00:00,2015-10-01T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,1,2015-10-02T17:00:00,2015-10-02T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,2,2015-10-06T17:00:00,2015-10-06T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,3,2015-10-07T17:00:00,2015-10-07T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,4,2015-10-08T17:00:00,2015-10-08T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,5,2015-10-09T17:00:00,2015-10-09T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,6,2015-10-13T17:00:00,2015-10-13T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,7,2015-10-14T17:00:00,2015-10-14T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,8,2015-10-15T17:00:00,2015-10-15T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,9,2015-10-16T17:00:00,2015-10-16T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,10,2015-10-20T17:00:00,2015-10-20T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,11,2015-10-21T17:00:00,2015-10-21T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,12,2015-10-22T17:00:00,2015-10-22T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21490,11991,13,2015-10-23T17:00:00,2015-10-23T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,0,2015-10-01T17:00:00,2015-10-01T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,1,2015-10-02T17:00:00,2015-10-02T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,2,2015-10-06T17:00:00,2015-10-06T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,3,2015-10-07T17:00:00,2015-10-07T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,4,2015-10-08T17:00:00,2015-10-08T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,5,2015-10-09T17:00:00,2015-10-09T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,6,2015-10-13T17:00:00,2015-10-13T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,7,2015-10-14T17:00:00,2015-10-14T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,8,2015-10-15T17:00:00,2015-10-15T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,9,2015-10-16T17:00:00,2015-10-16T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,10,2015-10-20T17:00:00,2015-10-20T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,11,2015-10-21T17:00:00,2015-10-21T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,12,2015-10-22T17:00:00,2015-10-22T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21491,11991,13,2015-10-23T17:00:00,2015-10-23T17:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR;UNTIL=20151025T065959Z;WKST=SU"
21492,11992,0,2015-10-04T20:00:00,2015-10-04T23:00:00,NULL
21493,11639,0,2015-10-17T18:00:00,2015-10-17T22:00:00,NULL
21494,11993,0,2015-10-11T04:00:00,2015-10-11T04:00:00,NULL
21495,11994,0,2015-10-18T04:00:00,2015-10-18T04:00:00,NULL
21496,11995,0,2015-10-25T04:00:00,2015-10-25T04:00:00,NULL
21497,11996,0,2015-11-01T04:00:00,2015-11-01T04:00:00,NULL
21498,11997,0,2015-11-15T05:00:00,2015-11-15T05:00:00,NULL
21499,11998,0,2015-11-22T05:00:00,2015-11-22T05:00:00,NULL
21500,11999,0,2015-11-29T05:00:00,2015-11-29T05:00:00,NULL
21501,12000,0,2015-11-21T18:00:00,2015-11-22T18:00:00,NULL
21502,12001,0,2015-10-01T23:00:00,2015-10-01T23:00:00,NULL
21503,12001,0,2015-10-01T23:00:00,2015-10-01T23:00:00,NULL
21504,12002,0,2015-10-02T23:00:00,2015-10-03T06:59:00,NULL
21505,12002,0,2015-10-02T23:00:00,2015-10-03T06:59:00,NULL
21506,12003,0,2015-10-10T23:00:00,2015-10-11T06:59:00,NULL
21507,12004,0,2015-10-17T23:00:00,2015-10-18T06:59:00,NULL
21508,12005,0,2015-10-31T23:00:00,2015-11-01T06:59:00,NULL
21509,12006,0,2015-10-03T20:00:00,2015-10-03T23:00:00,NULL
21510,12007,0,2015-10-31T22:00:00,2015-11-01T00:00:00,NULL
21511,12008,0,2015-10-10T01:00:00,2015-10-10T04:00:00,NULL
21512,12008,0,2015-10-10T01:00:00,2015-10-10T04:00:00,RRULE:FREQ=MONTHLY;INTERVAL=1;BYDAY=+2FR;UNTIL=20151212T075959Z;WKST=SU
21512,12008,1,2015-11-14T02:00:00,2015-11-14T05:00:00,RRULE:FREQ=MONTHLY;INTERVAL=1;BYDAY=+2FR;UNTIL=20151212T075959Z;WKST=SU
21512,12008,2,2015-12-12T02:00:00,2015-12-12T05:00:00,RRULE:FREQ=MONTHLY;INTERVAL=1;BYDAY=+2FR;UNTIL=20151212T075959Z;WKST=SU
21513,12009,0,2015-10-01T17:35:00,2015-10-01T17:35:00,NULL
21514,12009,0,2015-11-21T19:00:00,2015-11-23T01:00:00,NULL
21515,12009,0,2015-11-21T19:00:00,2015-11-23T01:00:00,NULL
21516,12009,0,2015-11-21T19:00:00,2015-11-22T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151130T075959Z;WKST=SU
EXDATE:20151123T080000Z,20151124T080000Z,20151125T080000Z,20151126T080000Z"
21516,12009,1,2015-11-22T19:00:00,2015-11-23T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151130T075959Z;WKST=SU
EXDATE:20151123T080000Z,20151124T080000Z,20151125T080000Z,20151126T080000Z"
21516,12009,2,2015-11-27T19:00:00,2015-11-28T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151130T075959Z;WKST=SU
EXDATE:20151123T080000Z,20151124T080000Z,20151125T080000Z,20151126T080000Z"
21516,12009,3,2015-11-28T19:00:00,2015-11-29T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151130T075959Z;WKST=SU
EXDATE:20151123T080000Z,20151124T080000Z,20151125T080000Z,20151126T080000Z"
21516,12009,4,2015-11-29T19:00:00,2015-11-30T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151130T075959Z;WKST=SU
EXDATE:20151123T080000Z,20151124T080000Z,20151125T080000Z,20151126T080000Z"
21517,12009,0,2015-11-21T19:00:00,2015-11-22T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151130T075959Z;WKST=SU
EXDATE:20151123T080000Z,20151124T080000Z,20151125T080000Z,20151126T080000Z"
21517,12009,1,2015-11-22T19:00:00,2015-11-23T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151130T075959Z;WKST=SU
EXDATE:20151123T080000Z,20151124T080000Z,20151125T080000Z,20151126T080000Z"
21517,12009,2,2015-11-27T19:00:00,2015-11-28T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151130T075959Z;WKST=SU
EXDATE:20151123T080000Z,20151124T080000Z,20151125T080000Z,20151126T080000Z"
21517,12009,3,2015-11-28T19:00:00,2015-11-29T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151130T075959Z;WKST=SU
EXDATE:20151123T080000Z,20151124T080000Z,20151125T080000Z,20151126T080000Z"
21517,12009,4,2015-11-29T19:00:00,2015-11-30T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151130T075959Z;WKST=SU
EXDATE:20151123T080000Z,20151124T080000Z,20151125T080000Z,20151126T080000Z"
21518,12010,0,2015-10-17T01:00:00,2015-10-17T04:00:00,RRULE:FREQ=MONTHLY;INTERVAL=1;BYDAY=+3FR;UNTIL=20151121T075959Z;WKST=SU
21518,12010,1,2015-11-21T02:00:00,2015-11-21T05:00:00,RRULE:FREQ=MONTHLY;INTERVAL=1;BYDAY=+3FR;UNTIL=20151121T075959Z;WKST=SU
21519,12011,0,2015-10-08T00:00:00,2015-10-08T03:00:00,NULL
21520,12012,0,2015-10-10T19:00:00,2015-10-10T23:00:00,NULL
21521,12013,0,2015-10-25T03:00:00,2015-10-25T03:00:00,NULL
21522,12013,0,2015-10-25T03:00:00,2015-10-25T03:00:00,NULL
21523,12014,15,2015-10-28T16:00:00,2015-10-29T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,14,2015-10-27T16:00:00,2015-10-28T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,13,2015-10-26T16:00:00,2015-10-27T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,12,2015-10-23T16:00:00,2015-10-24T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,11,2015-10-22T16:00:00,2015-10-23T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,10,2015-10-21T16:00:00,2015-10-22T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,9,2015-10-20T16:00:00,2015-10-21T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,8,2015-10-19T16:00:00,2015-10-20T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,7,2015-10-16T16:00:00,2015-10-17T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,6,2015-10-15T16:00:00,2015-10-16T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,5,2015-10-14T16:00:00,2015-10-15T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,3,2015-10-12T16:00:00,2015-10-13T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,4,2015-10-13T16:00:00,2015-10-14T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,0,2015-10-07T16:00:00,2015-10-08T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,1,2015-10-08T16:00:00,2015-10-09T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21523,12014,2,2015-10-09T16:00:00,2015-10-10T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR;UNTIL=20151029T065959Z;WKST=SU"
21524,12015,0,2015-12-21T00:00:00,2015-12-21T00:00:00,NULL
21525,12016,0,2015-10-31T18:00:00,2015-10-31T20:00:00,NULL
21526,12017,0,2015-10-04T03:00:00,2015-10-04T05:00:00,NULL
21527,12017,0,2015-10-04T03:00:00,2015-10-04T05:00:00,NULL
21528,12006,0,2015-10-03T20:00:00,2015-10-03T23:00:00,NULL
21530,12018,0,2015-10-09T02:00:00,2015-10-09T04:00:00,NULL
21531,12019,0,2015-10-23T02:00:00,2015-10-23T04:00:00,NULL
21532,12020,0,2015-10-16T02:00:00,2015-10-16T04:00:00,NULL
21533,12021,0,2015-10-30T02:00:00,2015-10-30T04:00:00,NULL
21534,12022,0,2015-11-08T02:00:00,2015-11-08T07:00:00,NULL
21535,12023,0,2015-10-24T17:00:00,2015-10-24T19:00:00,NULL
21536,12024,0,2015-10-31T01:00:00,2015-10-31T06:00:00,NULL
21537,12025,0,2016-05-28T18:00:00,2016-05-31T00:00:00,NULL
21538,12026,0,2015-11-27T19:00:00,2015-11-30T01:00:00,NULL
21539,12027,0,2015-11-25T19:00:00,2015-11-28T01:00:00,NULL
21540,12028,0,2015-10-24T21:00:00,2015-10-24T23:00:00,NULL
21541,12029,30,2015-10-31T17:00:00,2015-11-01T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,29,2015-10-30T17:00:00,2015-10-31T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,28,2015-10-29T17:00:00,2015-10-30T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,27,2015-10-28T17:00:00,2015-10-29T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,26,2015-10-27T17:00:00,2015-10-28T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,25,2015-10-26T17:00:00,2015-10-27T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,24,2015-10-25T17:00:00,2015-10-26T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,23,2015-10-24T17:00:00,2015-10-25T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,22,2015-10-23T17:00:00,2015-10-24T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,21,2015-10-22T17:00:00,2015-10-23T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,20,2015-10-21T17:00:00,2015-10-22T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,19,2015-10-20T17:00:00,2015-10-21T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,18,2015-10-19T17:00:00,2015-10-20T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,17,2015-10-18T17:00:00,2015-10-19T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,16,2015-10-17T17:00:00,2015-10-18T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,15,2015-10-16T17:00:00,2015-10-17T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,14,2015-10-15T17:00:00,2015-10-16T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,13,2015-10-14T17:00:00,2015-10-15T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,12,2015-10-13T17:00:00,2015-10-14T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,11,2015-10-12T17:00:00,2015-10-13T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,10,2015-10-11T17:00:00,2015-10-12T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,9,2015-10-10T17:00:00,2015-10-11T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,8,2015-10-09T17:00:00,2015-10-10T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,7,2015-10-08T17:00:00,2015-10-09T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,6,2015-10-07T17:00:00,2015-10-08T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,5,2015-10-06T17:00:00,2015-10-07T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,4,2015-10-05T17:00:00,2015-10-06T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,3,2015-10-04T17:00:00,2015-10-05T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,2,2015-10-03T17:00:00,2015-10-04T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,1,2015-10-02T17:00:00,2015-10-03T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21541,12029,0,2015-10-01T17:00:00,2015-10-02T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151101T065959Z;WKST=SU
21542,12030,0,2015-10-09T17:00:00,2015-10-18T23:00:00,NULL
21543,12031,4,2015-10-07T18:00:00,2015-10-08T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,5,2015-10-08T18:00:00,2015-10-09T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,3,2015-10-06T18:00:00,2015-10-07T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,2,2015-10-03T18:00:00,2015-10-04T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,1,2015-10-02T18:00:00,2015-10-03T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,0,2015-10-01T18:00:00,2015-10-02T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,22,2015-10-31T18:00:00,2015-11-01T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,21,2015-10-30T18:00:00,2015-10-31T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,19,2015-10-28T18:00:00,2015-10-29T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,20,2015-10-29T18:00:00,2015-10-30T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,18,2015-10-27T18:00:00,2015-10-28T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,16,2015-10-23T18:00:00,2015-10-24T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,17,2015-10-24T18:00:00,2015-10-25T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
21543,12031,15,2015-10-22T18:00:00,2015-10-23T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20151101T065959Z;WKST=SU"
